From-User;From-User-Id;Language;Text;;Retweet-Count;Id;;;
Grab Indonesia;2322081114;in;@winteobogor Nah pas banget Kak, nanti makan bareng keluarga, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb ?? Klik langsung di sini ya ???? - Mawar https://t.co/8Zxmd95Xyu;;,0;1658424603721756673;;;
OKKY??;1390433905254100994;in;@Ferignw21 @Arti_SebuahRasa @erlangunandi @andrilixx @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Aku sih pengen jadi kader partai;;,0;1658424600446001152;;;
Grab Indonesia;2322081114;in;@mbachaa24 Makin seru ngumpul bareng keluarga, kalo  mau pesen makan jgn lupa pake fitur Group Order di GrabFood ya Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi makin hemat juga. Klik langsung di sini ya ???? -Budi   https://t.co/8Zxmd95Xyu;;,0;1658424462327570433;;;
Grab Indonesia;2322081114;in;@ulastings Biar hemat, pesen makan barengan aja Kak. Pake fitur Group Order di GrabFood yg bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Budi  https://t.co/8Zxmd95Xyu;;,0;1658424362268233736;;;
Feri Gunawan;1189069552220422144;in;@Arti_SebuahRasa @erlangunandi @andrilixx @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra mau banget baju partai;;,0;1658424213546618888;;;
Daniel??;1056828120538406912;in;@dakjalreallife @Ferignw21 @erlangunandi @andrilixx @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra @PDI_Perjuangan minta sama mega;;,0;1658424067937173505;;;
Daniel??;1056828120538406912;in;@Ferignw21 @erlangunandi @andrilixx @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra aku jugaa @Gerindra mau kado;;,0;1658424005844701185;;;
OKKY??;1390433905254100994;in;@Ferignw21 @Arti_SebuahRasa @erlangunandi @andrilixx @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra @PDI_Perjuangan  minta kado ini coba;;,0;1658423899829469184;;;
Grab Indonesia;2322081114;in;@Agnessoktoviani Kak, kalo mau pesen makan barengan, pake fitur Group Order di GrabFood aja ya. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya ???? -Budi https://t.co/8Zxmd95Xyu;;,0;1658423738734641152;;;
Feri Gunawan;1189069552220422144;in;@Arti_SebuahRasa @erlangunandi @andrilixx @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra aku gapernah dikadoin;;,0;1658423661513310208;;;
Grab Indonesia;2322081114;in;@tONGseung_ Mau jajan ramean, pake fitur Group Order di GrabFood aja Kak bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb, gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya ???? -Budi  https://t.co/8Zxmd95Xyu;;,0;1658422866038386689;;;
Musdalifah Saleh;1120879016553005056;in;@Halowarga @Santi_nya @GrabID Yaudah iya syukron;;,0;1658422699881017345;;;
Grab Indonesia;2322081114;in;@shsinjs Makan di rumah juga bisa pesen GrabFood trus pake fitur Group Order aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar https://t.co/8Zxmd95Xyu;;,0;1658422686455046144;;;
Grab Indonesia;2322081114;in;@Nasvyhere Nah kalo mau pilih cemilan enak, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar https://t.co/8Zxmd95Xyu;;,0;1658422590577455104;;;
Grab Indonesia;2322081114;in;@SungHyeongjun Nah kalo mau pilih cemilan enak, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar https://t.co/8Zxmd95Xyu;;,0;1658422496268533761;;;
cecee;1622229598137352193;in;@GrabID bener yaa sejam sampai min;;,0;1658422423811928064;;;
Grab Indonesia;2322081114;in;@wisnuu16 Kak, kalo mau pesen makan barengan, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Budi https://t.co/8Zxmd95Xyu;;,0;1658422390580457473;;;
Grab Indonesia;2322081114;in;@Bubu_xwy Biar makin hemat, pesen GrabFood trus pake fitur Group Order aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Budi  https://t.co/8Zxmd95Xyu;;,0;1658422277653020673;;;
Ya ampun ndii!;1604077578314469376;in;@Lilip93 @Santi_nya @GrabID dah gw bantuin itu. Sama2;;,0;1658422236762755072;;;
Grab Indonesia;2322081114;in;@leodavisi Biar makin seru makan barengnya, pesen di GrabFood trus pake fitur Group Order aja Kak ?? Bisa bebas seenaknya pilih masing2 dan ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi https://t.co/8Zxmd95Xyu;;,0;1658422174007570433;;;
Grab Indonesia;2322081114;in;@moonlicth Mau makan bareng? Pesen pake Group Order di GrabFood aja Kak, pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu;;,0;1658422083473534976;;;
Grab Indonesia;2322081114;in;@pevensiera Nah carinya di GrabMart aja Kak, bahan-bahannya lengkap tersedia & gak perlu repot2 keluar #SejamSampai. Yuk langsung klik di sini ya??-Tita https://t.co/HhgvdsBczO;;,0;1658421938841325568;;;
Grab Indonesia;2322081114;in;@trilili_s Gaskuennn...beli sayur bayem & tempe di di GrabMart aja Kak, bahan-bahannya lengkap tersedia & gak perlu repot2 keluar #SejamSampai. Yuk langsung klik di sini ya??-Tita https://t.co/HhgvdsBczO;;,0;1658421807526068224;;;
Grab Indonesia;2322081114;in;@nalalasss Kalo mamang sayur gak ada, ceki-ceki di GrabMart aja Kak, bahan-bahannya lengkap tersedia & gak perlu repot2 keluar #SejamSampai. Yuk langsung klik di sini ya ??-Tita https://t.co/HhgvdsBczO;;,0;1658421700206411782;;;
Grab Indonesia;2322081114;in;@esihggg Jangan sedih Kak, mau buah stroberi order di GrabMart aja?? Kak, buahnya lengkap & seger2?? Gak pake lama nganternya #SejamSampai. Langsung ceki-ceki di sini ya Kak????-Tita https://t.co/HhgvdsBczO;;,0;1658421604282695680;;;
Grab Indonesia;2322081114;in;@anaaafiyah Cusss ceki-ceki di GrabMart aja Kak, buahnya lengkap & seger2?? Gak pake lama nganternya #SejamSampai. Langsung check out di sini ya Kak????-Tita https://t.co/HhgvdsBczO;;,0;1658421480764616707;;;
Grab Indonesia;2322081114;in;@bigwin150jta Eitsss beli buah pesen aja di GrabMart Kak, dijamin kualitas, bisa pilih, cek harga  & gak pake lama nganternya #SejamSampai. Langsung check out di sini Kak????-Mawar https://t.co/HhgvdsBczO;;,0;1658421366515982336;;;
Grab Indonesia;2322081114;in;@aldelnative Enak banget, besok-besok beli ayam dan sayur segar  pesen aja di GrabMart Kak?? Dijamin kualitas, bisa pilih, cek harga  & gak pake lama nganternya #SejamSampai. Langsung check out di sini Kak????-Mawar https://t.co/HhgvdsBczO;;,0;1658421217521700865;;;
Grab Indonesia;2322081114;in;@todayissangyeon Nah pas banget kalau mau beli buah segar  pesen aja di GrabMart Kak?? Dijamin kualitas, bisa pilih, cek harga  & gak pake lama nganternya #SejamSampai. Langsung check out di sini Kak????-Mawar https://t.co/HhgvdsBczO;;,0;1658421075779387394;;;
Grab Indonesia;2322081114;in;@UNSfess_ Besok-besok beli buah segar  pesen aja di GrabMart Min?? Dijamin kualitas, bisa pilih, cek harga  & gak pake lama nganternya #SejamSampai. Langsung check out di sini ya Min????-Mawar https://t.co/HhgvdsBczO;;,0;1658420674925572097;;;
Grab Indonesia;2322081114;in;@widiriasasi Cari bahan2 yang fresh kayak sayur, buah, bumbu dapur atau daging-daging skrg udah gak susah lagi, tinggal order GrabMart dijamin kualitas. Gak pake lama nganternya #SejamSampai. Langsung check out di sini ya Kak ???? Makasih -Budi  https://t.co/HhgvdsBczO;;,0;1658420503001059328;;;
Grab Indonesia;2322081114;in;@_2104lies Cari bahan2 yang fresh kayak telor, sayur, buah, bumbu dapur atau daging-daging skrg udah gak susah lagi, tinggal order GrabMart dijamin kualitas. Gak pake lama nganternya #SejamSampai. Langsung check out di sini ya Kak ???? Makasih -Budi  https://t.co/HhgvdsBczO;;,0;1658420385430528000;;;
Grab Indonesia;2322081114;in;@kaosskaki Tenang, kalo mau belanja sayur segar yang pengirimannya #SejamSampai dan ga perlu repot keluar rumah, bisa langsung order di GrabMart aja Kak ?? Langsung pesen di sini ya ?? Makasih -Budi https://t.co/HhgvdsBczO;;,0;1658420279209787393;;;
Grab Indonesia;2322081114;in;@svtunning Bener bgt Kak, apalagi kalo mau belanja ayam potong yang pengirimannya #SejamSampai dan ga perlu repot keluar rumah, bisa langsung order di GrabMart ?? Info lebih lanjut, klik link di bawah ini ya ?? Makasih -Budi https://t.co/HhgvdsBczO;;,0;1658420130555265025;;;
Grab Indonesia;2322081114;in;@yournafff Tenang Kak, kalo mau belanja daging atau ikan segar yang pengirimannya #SejamSampai dan ga perlu repot keluar rumah, bisa langsung order di GrabMart aja ?? Langsung pesen di sini ya ?? Makasih -Budi https://t.co/HhgvdsBczO;;,0;1658419746889662468;;;
Grab Indonesia;2322081114;in;@oneiromansy Nah besok-besok beli buah segar pesen aja di GrabMart kak?? Dijamin kualitas & gak pake lama nganternya #SejamSampai. Langsung check out di sini kak????-Mawar https://t.co/HhgvdsBczO;;,0;1658419573761400832;;;
Grab Indonesia;2322081114;in;@inunaunty @FOODFESS2 Nah Besok-besok beli sayur pesen aja di GrabMart nder?? Dijamin kualitas & gak pake lama nganternya #SejamSampai. Langsung check out di sini nder????-Mawar https://t.co/HhgvdsBczO;;,0;1658419420589588480;;;
Musdalifah Saleh;1120879016553005056;in;@Halowarga @Santi_nya @GrabID Etdah dah main bagi2 aja lu om;;,0;1658418604268978176;;;
Grab Indonesia;2322081114;in;@ropiudin_udin Hai Kak, terkait notifikasi yang diterima & akun kakak, aku coba bantu cek dulu ya. Bisa diinfokan data no. tlp & email akun kakak lewat DM dg ketik #Bantuan, ditunggu datanya ya Kak, terima kasih???-Tita;;,0;1658418449813762051;;;
Ropiudin Udin;1420646365219102720;in;@GrabID Akun saya kenpa gk bisa di buka https://t.co/ORzWrHa1M2;;,0;1658416491791003648;;;
Ghitock Rock;1604475896991481856;in;Mantap sekali hari ini..orderan @GrabID dari pagi sampe jam 5 sore cuma segini..wkwkwk..lanjutkan kawan2 driver yg masih kuat. https://t.co/TB2bJDw139;;,0;1658413404175110144;;;
ja$mine;1619233793403154433;in;@GrabID layout aku lucu nggak?? >____0;;,0;1658406234574426113;;;
Grab Indonesia;2322081114;in;"@pulungarbi Hai Kak, Mohon maaf buat ga nyaman yaa ??
Mengenai laporannya, Aku bantiu cek ya Kak. Boleh DM data akun dan kode pemesanannya dengan ketik format #Bantuan atau ketik 'Chat dengan Agent' yaa kak supaya bisa terhubung dengan aku dan temen2.   
Terima kasih ?? -Obby";;,0;1658405494267187200;;;
Om Puls;3008634528;in;Mesen @GrabID Car di Bandung disaat pulang kantor :)). Sekarang jual mahal, Giliran jaman kopit aje https://t.co/w6yn98VFgF;;,0;1658403916579741698;;;
Summer Minibar;1484365241656156163;in;"RT @GrabID: Nih, mimin bagi diskon s.d. 50% buat #ngeGrabFood yang seger-seger dari @summerminibar??

Rasain seger dan manfaat S'Teler Fiber…";;5,0;1658400846332428289;;;
Grab Indonesia;2322081114;in;@ANZIMATTA Halo Kak, maaf banget ya terkait kendalanya. Agar bs ditindaklanjuti, Mohon DM aku cukup dengan ketik format #Bantuan atau ketik 'Chat dengan Agent' ya kak supaya bisa terhubung langsung dgn Agent. Terima kasih??- Dinda;;,0;1658400432681803776;;;
????????????????;1002943924258856960;in;Halo, selamat sore. Saya memesan Grab Food dengan pembayaran OVO, pesanan dikatakan sudah sampai dan diterima, sementara saya tunggu daritadi tidak ada. Pesanan selesai dan driver tidak menghubungi saya. Mohon bantuannya. @GrabID terima kasih.;;,0;1658399187074174977;;;
Ceret Merah;1189961936177229826;in;@zaighamazazel @GrabID @worksfess Bangke wkwkwk;;,0;1658393280806293504;;;
jana ??;1587496872498733056;in;RT @dedy_152: Peta @GrabID ga reliable! Banyak titik salah! Kasian drivernya;;1,0;1658389066855923713;;;
Ummu Muhita;1559451687194337280;in;"RT @GrabID: Nih, mimin bagi diskon s.d. 50% buat #ngeGrabFood yang seger-seger dari @summerminibar??

Rasain seger dan manfaat S'Teler Fiber…";;5,0;1658384513041588224;;;
Ummu Muhita;1559451687194337280;in;"RT @GrabID: Buah nanas di atas pager ??
Panas-panas gini enak kali ya bagi2 yg seger ???? https://t.co/CmAAWXDXEE";;10,0;1658384483014565888;;;
Grab Indonesia;2322081114;in;@zoronoazow Halo Kak, mohon maaf yaa Kak jadi gak nyaman, supaya bisa aku bantu cek boleh infoin di DM yaa, ketik #Bantuan di DM agar terhubung langsung dengan agent. Terima kasih ??? - Cahyo;;,0;1658383147942432768;;;
roronoa;1562269838256803841;in;@GrabID kenapa aku gbisa login ataupun sign in akun baru aaaaa kesel bgttt;;,0;1658381018955673601;;;
DANA.id;965871936545816577;in;@Enzz_xiu @FreeTwitDAO @gopayindonesia @GrabID @bukalapak @OVO Asisten Digital DANA siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;;,0;1658380395111653378;;;
Grab Indonesia;2322081114;in;"@alarvnaa Halo Kak! ?????
Untuk informasi lebih lanjut, Kakak bisa DM aku cukup dengan ketik format #Bantuan atau ketik 'Chat dengan Agent' ya kak supaya bisa terhubung langsung dgn Agent. Terima kasih ???? -Rara";;,0;1658380051833036800;;;
??;968506040613392384;in;"Halo @GrabID , apakah @GrabID membuka kesempatan untuk sponsor acara sekolah? Jika iya boleh tolong di informasikan tata cara pengajuan sponsorship dan nomor/email yg bisa dihubungi?
Terima kasih ??????";;,0;1658378442998710274;;;
Grab Indonesia;2322081114;in;@Catshealdeprsn ekspresi ku sebelum order kopi di GrabFood ?????;;,0;1658376139289800711;;;
Grab Indonesia;2322081114;in;@shireenwisnu17 Satu lagi pak: ambil baju di lemari langsung ditarik engga diangkat dulu baju atasnya ??;;,0;1658375998600269826;;;
Grab Indonesia;2322081114;in;"@worksfess mau kasih PAP, belum nemu yg pas. Aku kasih clue aja deh nder ""semua layanan jadi satu aplikasi""";;,0;1658375816244510720;;;
Grab Indonesia;2322081114;in;@tastemadeid Thank you min resepnya! Brb GrabMart-in bahan-bahannya dan langsung recook ?????;;,0;1658375462912131072;;;
Grab Indonesia;2322081114;in;@plusdargent97 Halo Kak, mohon maaf yaa Kak jadi gak nyaman, supaya bisa aku bantu cek boleh infoin di DM yaa, ketik #Bantuan di DM agar terhubung langsung dengan agent. Terima kasih ??? - Cahyo;;,0;1658374371617144833;;;
??_chups;103752813;in;Apakah tidak ada aturan bagi mitra @GrabID n @gojekindonesia & maxim yg melarang suara kenalpot motornya  memekakkan telinga?;;,0;1658373580273643520;;;
MbahYamaaa_2;1656233753000435712;in;@GrabID Mau dong yg seger ??;;,0;1658373164043235328;;;
GedePangrango ?;1064057603997626368;in;"RT @GrabID: Buah nanas di atas pager ??
Panas-panas gini enak kali ya bagi2 yg seger ???? https://t.co/CmAAWXDXEE";;10,0;1658371356017446912;;;
reza shaputra;1637827795454943234;in;"RT @GrabID: Buah nanas di atas pager ??
Panas-panas gini enak kali ya bagi2 yg seger ???? https://t.co/CmAAWXDXEE";;10,0;1658371183648337920;;;
Cici || AU Hendery update ??;401128505;in;"RT @GrabID: Buah nanas di atas pager ??
Panas-panas gini enak kali ya bagi2 yg seger ???? https://t.co/CmAAWXDXEE";;10,0;1658370301464571904;;;
Grab Indonesia;2322081114;in;"Nih, mimin bagi diskon s.d. 50% buat #ngeGrabFood yang seger-seger dari @summerminibar??

Rasain seger dan manfaat S'Teler Fiber Smoothies & The OG Tea yang jadi favorit semua orang~ ???? https://t.co/fvVmRUpOZe";;5,0;1658369591566024705;;;
Roni?;1637235072079372288;in;@GrabID Mau atuh..;;,0;1658368656504664065;;;
Roni?;1637235072079372288;in;"RT @GrabID: Buah nanas di atas pager ??
Panas-panas gini enak kali ya bagi2 yg seger ???? https://t.co/CmAAWXDXEE";;10,0;1658368515693486081;;;
Grab Indonesia;2322081114;in;"Buah nanas di atas pager ??
Panas-panas gini enak kali ya bagi2 yg seger ???? https://t.co/CmAAWXDXEE";;10,0;1658368059156090881;;;
Pen??;342610413;in;@pantungalimar @Khuluq3339991 @FirstAlphabet @Vitrifazaa @rainarumi @GrabID Baru cek ovo ternyata GA nya dah masuk dari tgl 10. Thankyou bang gaaall?????? https://t.co/SxHPFR9eyc;;,0;1658358881406566400;;;
Grab Indonesia;2322081114;in;@bubleteah Sudah aku respon DM-nya ya Kak ?? -Budi;;,0;1658357278976909312;;;
helena;2430515054;in;aku harus gmn biar ga boot gini yg bls? @GrabID https://t.co/Ksj2p3oCw3;;,0;1658355803122970624;;;
helena;2430515054;in;bls dmku @GrabID;;,0;1658355581953130497;;;
sekretaris RT;260700898;in;RT @GrabID: Kalau aku spill biar dapet 1 JUTA, pada mau gak yaaa? ?? https://t.co/swmNBSjstQ;;122,0;1658355048781578240;;;
Grab Indonesia;2322081114;in;@aleepaja Met Siang Kak, kenalin aku Mia ?? Btw aku ada DM sesuatu ke Kakak, boleh cek DM-nya yahh. Terima kasih ?? - Mia;;,0;1658343947016765445;;;
Grab Indonesia;2322081114;in;"@archmagewoman Maaf Kak sebelumnya ??
Utk laporannya, Kakak bisa ke menu Message/Pesan lalu pilih Kirim Pesan dan cari @GrabID ??
Atau Kakak jg bisa langsung klik tombol di bawah ini dan ketik #Bantuan ?? -Budi
https://t.co/UmXsKP6rRa";;,0;1658343454605451264;;;
reza shaputra;1637827795454943234;in;RT @GrabID: Kalau aku spill biar dapet 1 JUTA, pada mau gak yaaa? ?? https://t.co/swmNBSjstQ;;122,0;1658341072098185216;;;
WINee ?;2952937278;in;RT @GrabID: Kalau aku spill biar dapet 1 JUTA, pada mau gak yaaa? ?? https://t.co/swmNBSjstQ;;122,0;1658339531060543488;;;
WINee ?;2952937278;in;"@GrabID Bismillah wish me luck yaa

Jawabannya
?? Voucher Grab Food Dine in

#ngeGrabFood #BebasSeenaknya ??";;,0;1658339499599069185;;;
WINee ?;2952937278;in;"@GrabID Bismillah wish me luck ?

Jawabannya
?? Voucher Grab Food Dine in

#ngeGrabFood #BebasSeenaknya";;,0;1658339457106587648;;;
Grab Indonesia;2322081114;in;@patricrioo Aku bantu DM-nya ya Kak, mohon ditunggu ?? -Budi;;,0;1658338059488997376;;;
Patric;325324479;in;@GrabID Urgent. Tolong cek DM. Ngereply jangan pakai bot. Thanks;;,0;1658335409435480065;;;
Grab Indonesia;2322081114;in;@kulkaxs Baik Kak mengenai hal ini udah aku bantu respon melalui DM yaa Kak. Terima kasih ???? -Mamat;;,0;1658332220514537479;;;
Grab Indonesia;2322081114;in;Caranya, kirim sebanyak-banyaknya dagangan atau paket kamu pake GrabExpress, biar nanti bisa langsung jadi member Klub Juragan GrabExpress, tiap bulannya bakal dapet cashback s.d 1JUTA OVO Points, coba cek dehh~ ??https://t.co/tyt3fjlmHh https://t.co/L99giFp2yd;;1,0;1658329664526639104;;;
Bissmillah miliknya (vira);1638784314640064513;in;@GrabID Mauu;;,0;1658329473698402304;;;
SyabillalNovian?;1329286049030307843;in;@GrabID Dengan senang hati ?????;;,0;1658329358090764289;;;
Grab Indonesia;2322081114;in;@saramamina Mohon maaf banget yaa Kak jadi gak nyaman ???? Supaya bisa aku bantu batalkan pemesanannya, boleh yaa DM aku nomor ponsel dan email yang terdaftar di Grab dgn ketik #Bantuan ? Terima kasih ???? -Mamat https://t.co/66G7MWzlg2;;,0;1658328861971742722;;;
Ira Ralia Yasfri;1471721745644077062;in;@GrabID Mau bangeettt min;;,0;1658327990630219776;;;
Ira Ralia Yasfri;1471721745644077062;in;RT @GrabID: Kalau aku spill biar dapet 1 JUTA, pada mau gak yaaa? ?? https://t.co/swmNBSjstQ;;122,0;1658327946334212097;;;
moreiii;1473100112540749827;in;@GrabID sama kok. akun aku emang pernah ke banned out of nowhere padahal gak pernah diapa2in. terus tiap nyambung ovo sama grab gak bisa. hadeh. gimana dong? udah uninstall dan relogin berkali2 tp gk bisa trs.;;,0;1658327136447627264;;;
Grab Indonesia;2322081114;in;@kulkaxs Mohon maaf banget yaa Kak jadi gak nyaman, pastikan nomor di Grab dan OVO telah sama yaa ???? Jika masih terkendala boleh yaa DM aku nomor ponsel dan email yang terdaftar di Grab dgn ketik ? Terima kasih ???? -Mamat https://t.co/66G7MWzlg2;;,0;1658325568772005892;;;
AlfaBet;1641712440152055808;in;RT @GrabID: Kalau aku spill biar dapet 1 JUTA, pada mau gak yaaa? ?? https://t.co/swmNBSjstQ;;122,0;1658324978423726080;;;
AlfaBet;1641712440152055808;in;@GrabID Mau mimin  ??;;,0;1658324947448791040;;;
Ummu Muhita;1559451687194337280;in;RT @GrabID: Kalau aku spill biar dapet 1 JUTA, pada mau gak yaaa? ?? https://t.co/swmNBSjstQ;;122,0;1658324900174757890;;;
"????? ;";1203484497431257088;in;RT @GrabID: Kalau aku spill biar dapet 1 JUTA, pada mau gak yaaa? ?? https://t.co/swmNBSjstQ;;122,0;1658324723363885058;;;
Adelya Argentiana;1133032747847507968;in;@GrabID Eaaa.. aku jg siap Min ??;;,0;1658324519734611969;;;
Rizqiana Liva;1436465243861831682;in;@GrabID Mau min;;,0;1658324373282127874;;;
Grab Indonesia;2322081114;in;Kalau aku spill biar dapet 1 JUTA, pada mau gak yaaa? ?? https://t.co/swmNBSjstQ;;122,0;1658324254834958336;;;
Grab Indonesia;2322081114;in;@maharanisonia_ Maaf bgt yaa Kak jadi gak nyaman, pastikan jaringan internet stabil ya ???? Jika masih terkendala boleh yaa DM aku nomor ponsel dan email yang terdaftar di Grab dgn ketik ? Terima kasih ???? -Mamat https://t.co/66G7MWzlg2;;,0;1658323548765831168;;;
Grab Indonesia;2322081114;in;@2hyun_nuest Mohon maaf yaa Kak atas ketidaknyamanannya ???? Mengenai hal ini akan aku bantu melalui DM yaa Kak, silakan di tunggu ???? -Nina;;,0;1658322807682646016;;;
moreiii;1473100112540749827;in;kenapa sih tiap mau activate ovo malah begini terus? @GrabID https://t.co/KhJ0Xi1UAo;;,0;1658322569764966400;;;
Grab Indonesia;2322081114;in;@Kumismanis21 Hi Kak, aku bantu cek akunnya ya ?? Boleh DM aku dgn klik link di bawah ini ya untuk dicek lebih lanjut. Terima kasih ????? -Nina https://t.co/UmXsKP6rRa;;,0;1658320897059741696;;;
Sonia Maharani;41550455;in;Hi @GrabID aplikasi Grab saya tidak bisa dibuka daritadi. Mohon arahannya, thankyou. https://t.co/yAdsRkQGEw;;,0;1658320554729029633;;;
Grab Indonesia;2322081114;in;@2hyun_nuest Siaaap Kak, aku meluncur ke DM ya. Mohon ditunggu ?? -Nina;;,0;1658319310631337985;;;
Grab Indonesia;2322081114;in;@woslrla Siaaap Kak, diteruskan oleh teman aku Carla di DM ya. Makasih Kak ????? -Nina;;,0;1658318761710198786;;;
RNY ??????????From now until eternity ? with NUEST;869363270490005504;in;@GrabID grab mohom info ini biaya apa 10k? Fare grabcar 22500 tiba2 jadi 32000 https://t.co/nbymVpv5gb;;,0;1658318687672356867;;;
Kumis_manis;983567366981206016;in;Akun goblog.... @GrabID udh habis kali user nya https://t.co/E8vwGet0pM;;,0;1658317717873762306;;;
dsyandrwt;1155426763;in;@GrabID Pulau tidung;;,0;1658317328826908672;;;
RNY ??????????From now until eternity ? with NUEST;869363270490005504;in;@GrabID kak saya ada DM tlg dibantu;;,0;1658317191404716035;;;
Grab Indonesia;2322081114;in;"@ikaulfanalia_ Halo Kak, mohon maaf yaa bikin gak nyaman, supaya bisa aku bantu cek boleh DM aku dengan #Bantuan yaa Kak agar langsung terhubung dengan agent. Terima kasih ??? - Carla 
https://t.co/UmXsKP6rRa";;,0;1658313425305616384;;;
Grab Indonesia;2322081114;in;@BNGPY Sekte apa lagi nih? ????;;,0;1658312861154955265;;;
L;1289591926992207872;in;@GrabID Udah DM ya, min. Dgn carla;;,0;1658309969228496896;;;
Grab Indonesia;2322081114;in;@antologi_an Wahhh makasih banyak ya Kak atas apresiasi untuk Mitra Pengemudi kami dan sudah berbagi pengalamannya menggunakan layanan Grab Indonesia ?? Semoga kami bisa terus menjadi lebih baik dalam melayani Kakak ya! Terima kasih dan have a good day ? -Carla;;,0;1658309581469270019;;;
Grab Indonesia;2322081114;in;@woslrla Halo Kak, aku bantu cek ya ?? Boleh DM aku dgn klik link di bawah ini dulu ya Kak supaya bisa tersambung kembali. Terima kasih ????? -Nina https://t.co/UmXsKP6rRa;;,0;1658309489190395905;;;
L;1289591926992207872;in;@GrabID hi admin, saya tidak bisa login di akun grab saya. Errornya spt ini. Apa bisa dibantu? https://t.co/Ufvvhhzad5;;,0;1658308743489257477;;;
antologi;1306807352922783744;in;Big shoutout untuk Bapak Didit Sumarsono, driver @GrabID. Bapaknya ramah dan wangi parah,  helmnya bersih, bawanya super safety. Makasi dari saya yang gampang luluh, keren pak!;;,0;1658307632971788294;;;
Ghitock Rock;1604475896991481856;in;@GrabID Isu Krisis Ojol Hantam Grab dan Gojek, Ini Kata Para Driver https://t.co/KvXKkl7WQH;;,0;1658301487037173761;;;
Ketan Susu Abis Dibajak;390688848;in;diskon grab 5rb menyelamatkan hidupku biar ga telat ngantor, thank you @GrabID https://t.co/FIstyqO1NX;;,0;1658281367858446336;;;
Grab Indonesia;2322081114;in;@apeelu_ Hi Kak, makasih banyak yaaa udah percaya sama Grab buat nemenin paginya ?? Stay safe terus dan have a great day! ??? -Nina;;,0;1658269219233107968;;;
buttercup;575909100;in;big thanks again and again to bapak @GrabID pagi ini, udah deg deg an banget tbtb jalanan macet pake parah, untung nyampenya pas banget 10 menit sebelum jalan ??;;,0;1658267991908425728;;;
Grab Indonesia;2322081114;in;@ambiyabiya Luv ngetss. Dmn ni?;;,0;1658265794399322112;;;
Inggar;1645485965694353409;in;@Santi_nya Aku sering beli madu untuk keluarga di GrabMart, karena pengantarannya cepat dan aman. Madunya murni dan imun keluarga tetap terjaga???? @GrabID https://t.co/yfcgVhgd2n;;,0;1658260896215613440;;;
Grab Indonesia;2322081114;in;"@Ekaekar Maaf Kak ?? Untuk kendalanya silakan DM aku dengan ketik #Bantuan ya supaya segera tersambung kembali. Terima kasih ????? -Ani
???? https://t.co/UmXsKP6rRa";;,0;1658250933749583875;;;
